阿魏,a'wei
行瘀,xing'yu
行滞,xing'zhi
胸痹,xiong'bi
胸痹心痛病,xiong'bi'xin'tong'bing
胸部内伤病,xiong'bu'nei'shang'bing
熊胆,xiong'dan
熊胆胶囊,xiong'dan'jiao'nang
熊胆眼药水,xiong'dan'yan'yao'shui
胸膈满闷,xiong'ge'man'men
胸膈痞闷,xiong'ge'pi'men
胸膈胀闷,xiong'ge'zhang'men
雄黄,xiong'huang
胸络不和证,xiong'luo'bu'he'zheng
胸满脘痛,xiong'man'wan'tong
胸闷不饥,xiong'men'bu'ji
胸闷腹胀,xiong'men'fu'zhang
胸闷口腻最有灵,xiong'men'kou'ni'zui'you'ling
胸闷脘痞,xiong'men'wan'pi
胸痞,xiong'pi
胸痞呕恶总能除,xiong'pi'ou'e'zong'neng'chu
胸痛,xiong'tong
胸脘痞闷,xiong'wan'pi'men
胸胁苦满,xiong'xie'ku'man
胸阳不通,xiong'yang'bu'tong
胸中血瘀证,xiong'zhong'xue'yu'zheng
虚不养肝,xu'bu'yang'gan
徐长卿,xu'chang'qing
续断,xu'duan
续断川断,xu'duan'chuan'duan
虚而损之,xu'er'sun'zhi
虚烦不眠,xu'fan'bu'mian
虚烦不眠证多端,xu'fan'bu'mian'zheng'duo'duan
虚烦失眠,xu'fan'shi'mian
虚风内动证,xu'feng'nei'dong'zheng
虚寒,xu'han
虚寒阴水效堪夸,xu'han'yin'shui'xiao'kan'kua
虚寒证,xu'han'zheng
虚火上浮证,xu'huo'shang'fu'zheng
虚火上炎证,xu'huo'shang'yan'zheng
虚火烁喉证,xu'huo'shuo'hou'zheng
虚火灼络证,xu'huo'zhuo'luo'zheng
虚劳病,xu'lao'bing
虚劳肺痿效如神,xu'lao'fei'wei'xiao'ru'shen
虚劳内伤功独擅,xu'lao'nei'shang'gong'du'shan
续名医类案,xu'ming'yi'lei'an
虚热,xu're
虚热证,xu're'zheng
虚人,xu'ren
虚实,xu'shi
虚实夹杂证,xu'shi'jia'za'zheng
虚实兼证,xu'shi'jian'zheng
蓄水证,xu'shui'zheng
续随子,xu'sui'zi
虚邪贼风,xu'xie'zei'feng
虚眩,xu'xuan
蓄血病,xu'xue'bing
虚阳上浮证,xu'yang'shang'fu'zheng
虚则补之,xu'ze'bu'zhi
虚证,xu'zheng
宣痹汤,xuan'bi'tang
癣病,xuan'bing
萱草根,xuan'cao'gen
宣畅气机,xuan'chang'qi'ji
旋耳疮病,xuan'er'chuang'bing
宣肺,xuan'fei
玄府,xuan'fu
旋复代赭汤,xuan'fu'dai'zhe'tang
旋覆代赭汤,xuan'fu'dai'zhe'tang
旋复花,xuan'fu'hua
旋覆花,xuan'fu'hua
玄胡索,xuan'hu'suo
宣剂,xuan'ji
宣利肺气,xuan'li'fei'qi
玄明粉,xuan'ming'fen
宣木瓜,xuan'mu'gua
痃癖,xuan'pi
玄参,xuan'shen
玄参贝母桔甘藏,xuan'shen'bei'mu'ju'gan'cang
宣通水道,xuan'tong'shui'dao
炫耀声名,xuan'yao'sheng'ming
悬饮,xuan'yin
悬饮病,xuan'yin'bing
眩晕,xuan'yun
眩晕病,xuan'yun'bing
眩晕耳鸣,xuan'yun'er'ming
眩晕宁,xuan'yun'ning
眩晕头痛风痰证,xuan'yun'tou'tong'feng'tan'zheng
悬珠痔病,xuan'zhu'zhi'bing
血败肉腐证,xue'bai'rou'fu'zheng
血崩,xue'beng
血痹,xue'bi
血不濡筋证,xue'bu'ru'jin'zheng
血不养心证,xue'bu'yang'xin'zheng
血疸,xue'dan
雪胆,xue'dan
血分,xue'fen
血分证,xue'fen'zheng
血府当归生地桃,xue'fu'dang'gui'sheng'di'tao
血府逐瘀颗粒,xue'fu'zhu'yu'ke'li
血府逐瘀汤,xue'fu'zhu'yu'tang
血臌病,xue'gu'bing
血灌瞳神病,xue'guan'tong'shen'bing
血海,xue'hai
血寒,xue'han
血寒凝滞证,xue'han'ning'zhi'zheng
血寒证,xue'han'zheng
血行郁滞证,xue'hang'yu'zhi'zheng
血化下行不作劳,xue'hua'xia'xing'bu'zuo'lao
血家百病此方通,xue'jia'bai'bing'ci'fang'tong
血竭,xue'jie
血结胸证,xue'jie'xiong'zheng
血精病,xue'jing'bing
血厥,xue'jue
血厥病,xue'jue'bing
血枯,xue'ku
血枯证,xue'ku'zheng
血劳,xue'lao
雪梨干,xue'li'gan
雪莲花,xue'lian'hua
血淋,xue'lin
血淋病,xue'lin'bing
血淋热结服之良,xue'lin're'jie'fu'zhi'liang
血瘤病,xue'liu'bing
血轮实热证,xue'lun'shi're'zheng
血轮虚热证,xue'lun'xu're'zheng
血脉荣卫之通塞,xue'mai'rong'wei'zhi'tong'sai
血脉瘀阻证,xue'mai'yu'zu'zheng
血尿,xue'niao
血尿胶囊,xue'niao'jiao'nang
血热,xue're
血热肠燥证,xue're'chang'zao'zheng
血热动风证,xue're'dong'feng'zheng
血热内扰证,xue're'nei'rao'zheng
血热内盛证,xue're'nei'sheng'zheng
血热内陷证,xue're'nei'xian'zheng
血热伤络证,xue're'shang'luo'zheng
血热妄行,xue're'wang'xing
血热妄行证,xue're'wang'xing'zheng
血热壅滞证,xue're'yong'zhi'zheng
血热瘀结证,xue're'yu'jie'zheng
血热瘀滞证,xue're'yu'zhi'zheng
血热在上,xue're'zai'shang
血热证,xue're'zheng
血涩,xue'se
雪上一枝蒿,xue'shang'yi'zhi'hao
血升胃热火邪干,xue'sheng'wei're'huo'xie'gan
薛氏医案,xue'shi'yi'an
血栓心脉宁胶囊,xue'shuan'xin'mai'ning'jiao'nang
血脱,xue'tuo
血脱证,xue'tuo'zheng
血泄,xue'xie
血蝎,xue'xie
血虚,xue'xu
血虚肠燥证,xue'xu'chang'zao'zheng
血虚风动证,xue'xu'feng'dong'zheng
血虚风扰证,xue'xu'feng'rao'zheng
血虚风燥证,xue'xu'feng'zao'zheng
血虚肝旺证,xue'xu'gan'wang'zheng
血虚寒凝证,xue'xu'han'ning'zheng
血虚津亏证,xue'xu'jin'kui'zheng
血虚络损证,xue'xu'luo'sun'zheng
血虚气脱证,xue'xu'qi'tuo'zheng
血虚生风,xue'xu'sheng'feng
血虚生风证,xue'xu'sheng'feng'zheng
血虚失养证,xue'xu'shi'yang'zheng
血虚眩晕,xue'xu'xuan'yun
血虚血瘀证,xue'xu'xue'yu'zheng
血虚阳浮证,xue'xu'yang'fu'zheng
血虚阴亏证,xue'xu'yin'kui'zheng
血虚证,xue'xu'zheng
血翳包睛病,xue'yi'bao'jing'bing
血溢病,xue'yi'bing
血余,xue'yu
血瘀,xue'yu
血瘀成积证,xue'yu'cheng'ji'zheng
血瘀成痈证,xue'yu'cheng'yong'zheng
血瘀风燥证,xue'yu'feng'zao'zheng
血瘀化火证,xue'yu'hua'huo'zheng
血瘀化热证,xue'yu'hua're'zheng
血瘀积结证,xue'yu'ji'jie'zheng
血瘀络滞证,xue'yu'luo'zhi'zheng
血瘀气逆证,xue'yu'qi'ni'zheng
血瘀气逆阻塞清窍证,xue'yu'qi'ni'zu'se'qing'qiao'zheng
血瘀气滞证,xue'yu'qi'zhi'zheng
血瘀肉腐证,xue'yu'rou'fu'zheng
血瘀失养证,xue'yu'shi'yang'zheng
血余炭,xue'yu'tan
血瘀痰凝证,xue'yu'tan'ning'zheng
血瘀痰滞证,xue'yu'tan'zhi'zheng
血瘀证,xue'yu'zheng
血瘀阻络证,xue'yu'zu'luo'zheng
血晕,xue'yun
血燥生风证,xue'zao'sheng'feng'zheng
血燥失养证,xue'zao'shi'yang'zheng
血燥证,xue'zao'zheng
血证,xue'zheng
血滞,xue'zhi
血之府,xue'zhi'fu
血滞通胶囊,xue'zhi'tong'jiao'nang
血滞证,xue'zhi'zheng
血中瘀滞用桃红,xue'zhong'yu'zhi'yong'tao'hong
寻此贰途,xun'ci'er'tu
寻骨风,xun'gu'feng
偱经传,xun'jing'zhuan
熏衣草,xun'yi'cao
循衣摸床,xun'yi'mo'chuang
牙齿动摇,ya'chi'dong'yao
鸦胆子,ya'dan'zi
鸦胆子油口服乳液,ya'dan'zi'you'kou'fu'ru'ye
亚乎奴,ya'hu'nu
亚吉玛,ya'ji'ma
鸭脚板枫荷梨,ya'jiao'ban'feng'he'li
亚麻子,ya'ma'zi
亚麻子大胡麻,ya'ma'zi'da'hu'ma
鸦片,ya'pian
牙痛,ya'tong
牙痛病,ya'tong'bing
牙痛齿枯宜煎尝,ya'tong'chi'ku'yi'jian'chang
崖香,ya'xiang
牙宣病,ya'xuan'bing
牙痈病,ya'yong'bing
牙皂,ya'zao
鸭跖草,ya'zhi'cao
岩白菜,yan'bai'cai
岩白菜素,yan'bai'cai'su
岩柏草,yan'bai'cao
盐补骨脂,yan'bu'gu'zhi
延参健胃胶囊,yan'can'jian'wei'jiao'nang
盐车前子,yan'che'qian'zi
眼丹病,yan'dan'bing
盐杜仲,yan'du'zhong
咽干,yan'gan
咽干鼻燥,yan'gan'bi'zao
咽干口渴,yan'gan'kou'ke
咽干口燥,yan'gan'kou'zao
咽喉不利,yan'hou'bu'li
咽喉菌病,yan'hou'jun'bing
咽后痈,yan'hou'yong
咽喉燥痛,yan'hou'zao'tong
延胡索,yan'hu'suo
盐黄柏,yan'huang'bai
盐橘核,yan'ju'he
咽菌病,yan'jun'bing
眼科癌病,yan'ke'ai'bing
眼科瘤病,yan'ke'liu'bing
炎可宁胶囊,yan'ke'ning'jiao'nang
眼科其他病近视病,yan'ke'qi'ta'bing'jin'shi'bing
眼科其他病老视病,yan'ke'qi'ta'bing'lao'shi'bing
眼科其他病远视病,yan'ke'qi'ta'bing'yuan'shi'bing
眼科证候,yan'ke'zheng'hou
咽立爽口含滴丸,yan'li'shuang'kou'han'di'wan
盐荔枝核,yan'li'zhi'he
咽门,yan'men
颜面疔疮病,yan'mian'ding'chuang'bing
盐盘,yan'pan
盐沙苑子,yan'sha'yuan'zi
盐蛇,yan'she
厌食,yan'shi
厌食病,yan'shi'bing
芫荽,yan'sui
盐汤探吐方,yan'tang'tan'tu'fang
盐菟丝子,yan'tu'si'zi
岩陀,yan'tuo
燕窝,yan'wo
燕窝血,yan'wo'xue
燕窝盏白,yan'wo'zhan'bai
盐吴茱萸,yan'wu'zhu'yu
盐小茴香,yan'xiao'hui'xiang
盐益智仁,yan'yi'zhi'ren
厌油腻食物,yan'you'ni'shi'wu
盐知母,yan'zhi'mu
咽中如有物阻,yan'zhong'ru'you'wu'zu
眼珠破损风邪乘袭证,yan'zhu'po'sun'feng'xie'cheng'xi'zheng
眼珠破损证,yan'zhu'po'sun'zheng
阳闭,yang'bi
阳闭证,yang'bi'zheng
阳病治阴,yang'bing'zhi'yin
阳疮,yang'chuang
洋地黄叶,yang'di'huang'ye
阳毒外发证,yang'du'wai'fa'zheng
羊耳菊,yang'er'ju
养肝,yang'gan
羊肝,yang'gan
阳和汤,yang'he'tang
阳河汤,yang'he'tang
阳黄,yang'huang
阳黄病,yang'huang'bing
羊角,yang'jiao
阳结,yang'jie
洋金花,yang'jin'hua
养津液,yang'jin'ye
阳厥,yang'jue
阳绝,yang'jue
阳脉之海,yang'mai'zhi'hai
阳明病,yang'ming'bing
阳明发黄证,yang'ming'fa'huang'zheng
阳明腑实小肠热盛证,yang'ming'fu'shi'xiao'chang're'sheng'zheng
阳明腑实证,yang'ming'fu'shi'zheng
阳明寒呕少阴利,yang'ming'han'ou'shao'yin'li
阳明津伤肠燥证,yang'ming'jin'shang'chang'zao'zheng
阳明经证阳明腑实证,yang'ming'jing'zheng'yang'ming'fu'shi'zheng
阳明热结气液两虚证,yang'ming're'jie'qi'ye'liang'xu'zheng
阳明热结阴液亏损证,yang'ming're'jie'yin'ye'kui'sun'zheng
阳明热结证,yang'ming're'jie'zheng
阳明热盛证,yang'ming're'sheng'zheng
阳明热证,yang'ming're'zheng
阳明湿热兼表证,yang'ming'shi're'jian'biao'zheng
阳明湿热里实证,yang'ming'shi're'li'shi'zheng
阳明湿热证,yang'ming'shi're'zheng
阳明实证,yang'ming'shi'zheng
阳明水热互结证,yang'ming'shui're'hu'jie'zheng
阳明血热证,yang'ming'xue're'zheng
阳明瘀血证,yang'ming'yu'xue'zheng
阳明燥化证,yang'ming'zao'hua'zheng
阳明燥结证,yang'ming'zao'jie'zheng
阳明证,yang'ming'zheng
阳气暴脱证,yang'qi'bao'tuo'zheng
阳气亏虚证,yang'qi'kui'xu'zheng
阳起石,yang'qi'shi
阳气虚衰证,yang'qi'xu'shuai'zheng
阳气欲脱证,yang'qi'yu'tuo'zheng
阳热内闭证,yang're'nei'bi'zheng
羊肉,yang'rou
羊乳,yang'ru
羊乳山海螺,yang'ru'shan'hai'luo
阳盛,yang'sheng
阳盛格阴,yang'sheng'ge'yin
阳事,yang'shi
杨树花,yang'shu'hua
阳暑证,yang'shu'zheng
阳水病,yang'shui'bing
羊蹄,yang'ti
羊蹄根,yang'ti'gen
阳痿,yang'wei
阳萎病,yang'wei'bing
养胃颗粒,yang'wei'ke'li
阳痫,yang'xian
养心,yang'xin
阳虚,yang'xu
阳虚寒凝证,yang'xu'han'ning'zheng
阳虚寒盛证,yang'xu'han'sheng'zheng
阳虚寒湿阻络证,yang'xu'han'shi'zu'luo'zheng
阳虚寒痰证,yang'xu'han'tan'zheng
阳虚内寒证,yang'xu'nei'han'zheng
阳虚失养证,yang'xu'shi'yang'zheng
阳虚水泛,yang'xu'shui'fan
阳虚水泛证,yang'xu'shui'fan'zheng
阳虚痰凝证,yang'xu'tan'ning'zheng
阳虚血瘀证,yang'xu'xue'yu'zheng
阳虚欲脱证,yang'xu'yu'tuo'zheng
阳虚证,yang'xu'zheng
养血安神,yang'xue'an'shen
养血清脑颗粒,yang'xue'qing'nao'ke'li
疡医,yang'yi
养阴,yang'yin
养阴明月加杞菊,yang'yin'ming'yue'jia'qi'ju
养阴清肺汤,yang'yin'qing'fei'tang
阳郁厥逆证,yang'yu'jue'ni'zheng
阳证,yang'zheng
阳证治阴,yang'zheng'zhi'yin
阳中求阴,yang'zhong'qiu'yin
腰痹,yao'bi
药毒病,yao'du'bing
腰黄,yao'huang
药芹,yao'qin
邀射名誉,yao'she'ming'yu
腰酸肢冷,yao'suan'zhi'leng
药虽相畏效相成,yao'sui'xiang'wei'xiao'xiang'cheng
腰疼脚弱,yao'teng'jiao'ruo
腰痛病,yao'tong'bing
腰膝酸软,yao'xi'suan'ruan
腰膝酸痛,yao'xi'suan'tong
要须临事不惑,yao'xu'lin'shi'bu'huo
野艾,ye'ai
也白头,ye'bai'tou
叶底珠,ye'di'zhu
液干便结证,ye'gan'bian'jie'zheng
噎膈,ye'ge
噎膈病,ye'ge'bing
夜合,ye'he
野姜,ye'jiang
夜交藤,ye'jiao'teng
野菊,ye'ju
野菊花,ye'ju'hua
野菱,ye'ling
野马追,ye'ma'zhui
夜寐不宁,ye'mei'bu'ning
夜明沙,ye'ming'sha
夜明砂,ye'ming'sha
野木瓜,ye'mu'gua
野葡萄根,ye'pu'tao'gen
叶上珠,ye'shang'zhu
野生云芝,ye'sheng'yun'zhi
叶酸病,ye'suan'bing
夜啼病,ye'ti'bing
液脱,ye'tuo
叶下珠,ye'xia'zhu
腋痈病,ye'yong'bing
胰癌,yi'ai
医案,yi'an
疫斑热,yi'ban're
伊贝母,yi'bei'mu
异病同治,yi'bing'tong'zhi
亦不得瞻前顾后,yi'bu'de'zhan'qian'gu'hou
医部全录,yi'bu'quan'lu
胰瘅,yi'dan
一点红,yi'dian'hong
疫疔病,yi'ding'bing
疫毒攻窜证,yi'du'gong'cuan'zheng
疫毒攻喉证,yi'du'gong'hou'zheng
疫毒痢病,yi'du'li'bing
疫毒内闭证,yi'du'nei'bi'zheng
疫毒侵袭证,yi'du'qin'xi'zheng
疫毒薰蒸证,yi'du'xun'zheng'zheng
医方集解,yi'fang'ji'jie
医方类聚,yi'fang'lei'ju
易感风邪,yi'gan'feng'xie
乙肝清热解毒片,yi'gan'qing're'jie'du'pian
异功散,yi'gong'san
一贯煎,yi'guan'jian
一贯煎中用地黄,yi'guan'jian'zhong'yong'di'huang
医话,yi'hua
易黄汤,yi'huang'tang
益火之源,yi'huo'zhi'yuan
一剂,yi'ji
一级鹿茸,yi'ji'lu'rong
一见喜,yi'jian'xi
一见消,yi'jian'xiao
以降为顺,yi'jiang'wei'shun
医经,yi'jing
遗精,yi'jing
遗精病,yi'jing'bing
疫咳,yi'ke
医淋,yi'lin
医林改错,yi'lin'gai'cuo
议论人物,yi'lun'ren'wu
益脉康片,yi'mai'kang'pian
益母草,yi'mu'cao
益母草颗粒,yi'mu'cao'ke'li
益母草软胶囊,yi'mu'cao'ruan'jiao'nang
艺能之难精者也,yi'neng'zhi'nan'jing'zhe'ye
遗尿,yi'niao
遗尿病,yi'niao'bing
已破损期,yi'po'sun'qi
一期,yi'qi
噫气,yi'qi
益气,yi'qi
噫气不出,yi'qi'bu'chu
噫气不降心下痞,yi'qi'bu'xiang'xin'xia'pi
益气补血,yi'qi'bu'xue
益气固表止汗,yi'qi'gu'biao'zhi'han
以其混沌未分,yi'qi'hun'dun'wei'fen
益气健脾,yi'qi'jian'pi
益气生津,yi'qi'sheng'jin
一清胶囊,yi'qing'jiao'nang
疫热伤络证,yi're'shang'luo'zheng
苡仁,yi'ren
益肾健骨片,yi'shen'jian'gu'pian
益肾蠲痹丸,yi'shen'juan'bi'wan
益肾灵胶囊,yi'shen'ling'jiao'nang
亦所不及也,yi'suo'bu'ji'ye
饴糖,yi'tang
宜糖米,yi'tang'mi
一条鞭,yi'tiao'bian
益胃,yi'wei
益胃汤,yi'wei'tang
异物梗喉病,yi'wu'geng'hou'bing
异物入鼻病,yi'wu'ru'bi'bing
异物入耳病,yi'wu'ru'er'bing
异物入目病,yi'wu'ru'mu'bing
医效秘传,yi'xiao'mi'chuan
以消阴翳,yi'xiao'yin'yi
一心赴救,yi'xin'fu'jiu
益心胶囊,yi'xin'jiao'nang
益心丸,yi'xin'wan
医学心悟,yi'xue'xin'wu
一阳,yi'yang
一叶荻,yi'ye'di
一叶萩,yi'ye'qiu
益以茯苓甘草臣,yi'yi'fu'ling'gan'cao'chen
薏苡仁,yi'yi'ren
薏苡仁米仁,yi'yi'ren'mi'ren
益以夏陈名六君,yi'yi'xia'chen'ming'liu'jun
一阴,yi'yin
溢饮,yi'yin
益阴,yi'yin
溢饮病,yi'yin'bing
胰痈,yi'yong
亦有内异而外同,yi'you'nei'yi'er'wai'tong
意欲饮冷,yi'yu'yin'leng
益元散,yi'yuan'san
胰胀,yi'zhang
益智,yi'zhi
一枝黄花,yi'zhi'huang'hua
益智仁,yi'zhi'ren
一枝香,yi'zhi'xiang
以制阳光,yi'zhi'yang'guang
亦治阳虚外感因,yi'zhi'yang'xu'wai'gan'yin
颐肿口渴,yi'zhong'kou'ke
阴闭,yin'bi
阴闭痰湿证,yin'bi'tan'shi'zheng
阴闭证,yin'bi'zheng
阴病治阳,yin'bing'zhi'yang
因病致郁,yin'bing'zhi'yu
银柴胡,yin'chai'hu
茵陈,yin'chen
茵陈蒿汤,yin'chen'hao'tang
茵陈蒿汤治阳黄,yin'chen'hao'tang'zhi'yang'huang
茵陈滑石木通菖,yin'chen'hua'shi'mu'tong'chang
茵陈四逆散,yin'chen'si'ni'san
茵陈四逆治阴黄,yin'chen'si'ni'zhi'yin'huang
茵陈五苓散,yin'chen'wu'ling'san
阴疮病,yin'chuang'bing
阴吹病,yin'chui'bing
茵胆平肝胶囊,yin'dan'ping'gan'jiao'nang
银丹心泰滴丸,yin'dan'xin'tai'di'wan
阴地蕨,yin'di'jue
阴毒外发证,yin'du'wai'fa'zheng
银耳,yin'er
阴汗,yin'han
阴寒内闭证,yin'han'nei'bi'zheng
阴寒内结证,yin'han'nei'jie'zheng
阴寒凝聚证,yin'han'ning'ju'zheng
阴寒凝滞证,yin'han'ning'zhi'zheng
因寒生湿,yin'han'sheng'shi
因寒生燥,yin'han'sheng'zao
阴寒证,yin'han'zheng
阴户,yin'hu
银花,yin'hua
阴黄,yin'huang
阴黄病,yin'huang'bing
银黄含化片,yin'huang'han'hua'pian
引火归原热下趋,yin'huo'gui'yuan're'xia'qu
阴结,yin'jie
阴竭阳脱证,yin'jie'yang'tuo'zheng
阴筋,yin'jin
阴津不足证,yin'jin'bu'zu'zheng
阴茎痰核病,yin'jing'tan'he'bing
阴疽,yin'ju
阴厥,yin'jue
阴绝,yin'jue
阴亏火旺,yin'kui'huo'wang
饮留胃肠证,yin'liu'wei'chang'zheng
阴脉之海,yin'mai'zhi'hai
阴门,yin'men
阴平阳秘,yin'ping'yang'mi
阴器,yin'qi
阴气与阳气,yin'qi'yu'yang'qi
银翘,yin'qiao
银翘散,yin'qiao'san
银翘散主上焦疴,yin'qiao'san'zhu'shang'jiao'ke
因热生火,yin're'sheng'huo
因热生湿,yin're'sheng'shi
因热生燥,yin're'sheng'zao
引热同归小便中,yin're'tong'gui'xiao'bian'zhong
阴伤气耗证,yin'shang'qi'hao'zheng
阴伤胃败证,yin'shang'wei'bai'zheng
阴盛格阳,yin'sheng'ge'yang
阴盛阳衰证,yin'sheng'yang'shuai'zheng
阴盛阳虚证,yin'sheng'yang'xu'zheng
饮食积滞证,yin'shi'ji'zhi'zheng
饮食停滞证,yin'shi'ting'zhi'zheng
阴暑证,yin'shu'zheng
阴水,yin'shui
阴水病,yin'shui'bing
饮水即呛,yin'shui'ji'qiang
阴损及阳证,yin'sun'ji'yang'zheng
阴损阳亏证,yin'sun'yang'kui'zheng
阴缩,yin'suo
阴挺,yin'ting
阴挺病,yin'ting'bing
饮停胸胁证,yin'ting'xiong'xie'zheng
阴脱,yin'tuo
阴痿,yin'wei
饮邪上犯证,yin'xie'shang'fan'zheng
饮邪上逆胸胁满,yin'xie'shang'ni'xiong'xie'man
银杏,yin'xing
阴性草,yin'xing'cao
银杏蜜环口服溶液,yin'xing'mi'huan'kou'fu'rong'ye
银杏肉白果,yin'xing'rou'bai'guo
银杏叶,yin'xing'ye
银杏叶滴丸,yin'xing'ye'di'wan
银杏叶片,yin'xing'ye'pian
阴虚,yin'xu
阴虚肠燥证,yin'xu'chang'zao'zheng
阴虚毒恋证,yin'xu'du'lian'zheng
阴虚发热,yin'xu'fa're
阴虚肺热证,yin'xu'fei're'zheng
阴虚肺燥证,yin'xu'fei'zao'zheng
阴虚风动证,yin'xu'feng'dong'zheng
阴虚肝旺,yin'xu'gan'wang
阴虚肝旺证,yin'xu'gan'wang'zheng
阴虚肝郁是妙方,yin'xu'gan'yu'shi'miao'fang
阴虚火炽证,yin'xu'huo'chi'zheng
阴虚火动证,yin'xu'huo'dong'zheng
阴虚火浮证,yin'xu'huo'fu'zheng
阴虚火旺,yin'xu'huo'wang
阴虚火旺盗汗良,yin'xu'huo'wang'dao'han'liang
阴虚火旺证,yin'xu'huo'wang'zheng
阴虚火旺自可煎,yin'xu'huo'wang'zi'ke'jian
阴虚津亏证,yin'xu'jin'kui'zheng
阴虚内热证,yin'xu'nei're'zheng
阴虚热毒证,yin'xu're'du'zheng
阴虚热郁证,yin'xu're'yu'zheng
阴虚肾亏证,yin'xu'shen'kui'zheng
阴虚湿热证,yin'xu'shi're'zheng
阴虚痰火证,yin'xu'tan'huo'zheng
阴虚痰热证,yin'xu'tan're'zheng
阴虚邪恋证,yin'xu'xie'lian'zheng
阴虚邪留证,yin'xu'xie'liu'zheng
阴虚血热证,yin'xu'xue're'zheng
阴虚血少,yin'xu'xue'shao
阴虚血瘀证,yin'xu'xue'yu'zheng
阴虚血燥证,yin'xu'xue'zao'zheng
阴虚阳浮证,yin'xu'yang'fu'zheng
阴虚阳亢,yin'xu'yang'kang
阴虚阳亢风阳上扰证,yin'xu'yang'kang'feng'yang'shang'rao'zheng
阴虚阳亢证,yin'xu'yang'kang'zheng
阴虚有火,yin'xu'you'huo
阴虚燥热证,yin'xu'zao're'zheng
阴虚证,yin'xu'zheng
阴血不足证,yin'xue'bu'zu'zheng
阴血亏虚证,yin'xue'kui'xu'zheng
阴痒,yin'yang
阴阳,yin'yang
阴阳报施,yin'yang'bao'shi
阴痒病,yin'yang'bing
阴阳并竭,yin'yang'bing'jie
阴阳乖戾,yin'yang'guai'li
阴阳互根,yin'yang'hu'gen
淫羊藿,yin'yang'huo
阴阳俱虚,yin'yang'ju'xu
阴阳离决,yin'yang'li'jue
阴阳离决证,yin'yang'li'jue'zheng
阴阳两虚证,yin'yang'liang'xu'zheng
阴阳失调证,yin'yang'shi'tiao'zheng
阴阳消长,yin'yang'xiao'zhang
阴阳转化,yin'yang'zhuan'hua
阴阳自和,yin'yang'zi'he
阴液,yin'ye
阴液不足火毒炽盛证,yin'ye'bu'zu'huo'du'chi'sheng'zheng
阴液不足证,yin'ye'bu'zu'zheng
阴液乏竭证,yin'ye'fa'jie'zheng
阴液亏损,yin'ye'kui'sun
阴液亏虚证,yin'ye'kui'xu'zheng
饮溢四肢证,yin'yi'si'zhi'zheng
因郁致病,yin'yu'zhi'bing
瘾疹病,yin'zhen'bing
阴证,yin'zheng
阴证水肿,yin'zheng'shui'zhong
阴证治阳,yin'zheng'zhi'yang
阴肿,yin'zhong
阴中求阳,yin'zhong'qiu'yang
阴浊,yin'zhuo
饮阻胸膈证,yin'zu'xiong'ge'zheng
瘿病,ying'bing
鹰不泊,ying'bu'bo
营分证,ying'fen'zheng
迎风冷泪病,ying'feng'leng'lei'bing
瘿劳,ying'lao
瘿瘤,ying'liu
瘿气,ying'qi
营气,ying'qi
营实,ying'shi
罂粟壳,ying'su'ke
营卫不和证,ying'wei'bu'he'zheng
营血虚滞证,ying'xue'xu'zhi'zheng
瘿痈病,ying'yong'bing
用时先将葛根煮,yong'shi'xian'jiang'ge'gen'zhu
涌吐,yong'tu
由表入里,you'biao'ru'li
疣病,you'bing
又不得以彼富贵,you'bu'de'yi'bi'fu'gui
油葱,you'cong
又到病家,you'dao'bing'jia
有定处,you'ding'chu
油风病,you'feng'bing
有浮沉弦紧之乱,you'fu'chen'xian'jin'zhi'luan
有高下浅深之差,you'gao'xia'qian'shen'zhi'cha
右归丸,you'gui'wan
右归饮,you'gui'yin
有汗无汗均可尝,you'han'wu'han'jun'ke'chang
有厚薄刚柔之异,you'hou'bao'gang'rou'zhi'yi
由来尚已,you'lai'shang'yi
由里出表,you'li'chu'biao
疣目病,you'mu'bing
有身目发黄,you'shen'mu'fa'huang
油松节,you'song'jie
有头疽病,you'tou'ju'bing
忧郁伤神证,you'yu'shang'shen'zheng
瘀斑舌,yu'ban'she
瘀闭血脉证,yu'bi'xue'mai'zheng
郁病,yu'bing
欲得澄神内视,yu'de'cheng'shen'nei'shi
瘀点,yu'dian
余毒攻窜证,yu'du'gong'cuan'zheng
余毒凝滞证,yu'du'ning'zhi'zheng
余毒伤阴证,yu'du'shang'yin'zheng
余毒未清卫气虚弱证,yu'du'wei'qing'wei'qi'xu'ruo'zheng
余毒未清证,yu'du'wei'qing'zheng
余甘子,yu'gan'zi
禹功散,yu'gong'san
玉桂,yu'gui
郁火伤阴证,yu'huo'shang'yin'zheng
瘀积发黄证,yu'ji'fa'huang'zheng
玉机微义,yu'ji'wei'yi
玉桔梗,yu'jie'geng
瘀结证,yu'jie'zheng
玉金,yu'jin
郁金,yu'jin
郁李仁,yu'li'ren
禹粮石,yu'liang'shi
玉米须,yu'mi'xu
于冥运道中,yu'ming'yun'dao'zhong
玉女煎,yu'nv'jian
玉女煎用熟地黄,yu'nv'jian'yong'shu'di'huang
玉屏风颗粒,yu'ping'feng'ke'li
玉屏风散,yu'ping'feng'san
玉屏风散最有灵,yu'ping'feng'san'zui'you'ling
玉泉丸,yu'quan'wan
瘀扰神明证,yu'rao'shen'ming'zheng
瘀热互结证,yu're'hu'jie'zheng
瘀热交阻证,yu're'jiao'zu'zheng
